iter	RMSE
280	4.458268045
281	4.456246144
282	4.452942994
283	4.449616227
284	4.447007114
285	4.445100419
286	4.440208779
287	4.433430557
288	4.431563421
289	4.425075179
290	4.420934823
291	4.418977882
292	4.417045754
293	4.415706106
294	4.411410325
295	4.405472249
296	4.398531438
297	4.396166217
298	4.392013049
299	4.390751539
300	4.389807533
301	4.389005551
302	4.3866561
303	4.380322812
304	4.376980712
305	4.374230572
306	4.370944918
307	4.367038545
308	4.36139576
309	4.360793688
310	4.357389034
311	4.356524467
312	4.351492414
313	4.347684315
314	4.345906508
315	4.339671116
316	4.335745841
317	4.330662902
318	4.327532272
319	4.325861091
320	4.320604476
321	4.317267953
322	4.315525105
323	4.308838522
324	4.306151937
325	4.304861232
326	4.301850703
327	4.30063979
328	4.298764276
329	4.293521097
330	4.287864911
331	4.286409254
332	4.282348118
333	4.276667344
334	4.270904546
335	4.266598341
336	4.26072421
337	4.257898783
338	4.252915431
339	4.248787336
340	4.245383717
341	4.244980634
342	4.239817401
343	4.2374668
344	4.231645752
345	4.23026085
346	4.226350468
347	4.223346933
348	4.217807035
349	4.212433178
350	4.210469325
351	4.206168792
352	4.203352802
353	4.20045953
354	4.197533517
355	4.194135254
356	4.192064736
357	4.18966759
358	4.188775491
359	4.185409715
360	4.17974068
361	4.177000413
362	4.175883322
363	4.170009705
364	4.165302474
365	4.164724816
366	4.162649919
367	4.162000133
368	4.158365328
369	4.157904916
370	4.152713388
371	4.150412395
372	4.144822261
373	4.139935598
374	4.136284575
375	4.132663487
376	4.132193369
377	4.126829471
378	4.124908854
379	4.124023915
380	4.122134803
381	4.11797214
382	4.115630059
383	4.111125769
384	4.108417629
385	4.105659296
386	4.105101444
387	4.102848667
388	4.097973761
389	4.095995054
390	4.092559296
391	4.088405985
392	4.086141068
393	4.085637311
394	4.080792786
395	4.076164046
396	4.072645222
397	4.071939697
398	4.068321851
399	4.067029755
400	4.063509034
401	4.061702467
402	4.059366276
403	4.054122747
404	4.051311054
405	4.046557634
406	4.042392324
407	4.041405815
408	4.039854544
409	4.039413277
410	4.038593825
411	4.03676685
412	4.034937111
413	4.03044931
414	4.025403412
415	4.023094663
416	4.019796682
417	4.018860193
418	4.0141557
419	4.013039842
420	4.007947295
421	4.00397432
422	4.002520111
423	4.001736363
424	4.001318509
425	3.99831027
426	3.993552428
427	3.991313836
428	3.986937995
429	3.98628222
430	3.982104758
431	3.97969255
432	3.97588811
433	3.969888982
434	3.96598094
435	3.961099155
436	3.960627819
437	3.959631876
438	3.957502963
439	3.957082987
440	3.956632533
441	3.953672048
442	3.953028534
443	3.949822757
444	3.945346404
445	3.941904265
446	3.93936113
447	3.934435954
448	3.929792131
449	3.924919021
450	3.921357152
451	3.91842686
452	3.916285468
453	3.915814157
454	3.911734033
455	3.908293077
456	3.907283916
457	3.906258351
458	3.904041076
459	3.90096097
460	3.896353782
461	3.895960734
462	3.892961396
463	3.890108299
464	3.886377324
465	3.881996995
466	3.880940865
467	3.878082547
468	3.877199786
469	3.873875567
470	3.871741717
471	3.86991908
472	3.864377323
473	3.862572115
474	3.860484374
475	3.856766301
476	3.853729717
477	3.849767787
478	3.847625362
479	3.845593616
480	3.842772124
481	3.83863232
482	3.837630066
483	3.836211863
484	3.833447904
485	3.832255815
486	3.826864276
487	3.825500303
488	3.82169683
489	3.820978727
490	3.818297697
491	3.812916574
492	3.811323112
493	3.809070451
494	3.807298639
495	3.806095536
496	3.802771807
497	3.799692268
498	3.795800192
499	3.792680614
500	3.790516926
501	3.787192185
502	3.785040559
503	3.78471126
504	3.781580045
505	3.776276639
506	3.775423212
507	3.77184208
508	3.767912153
509	3.765335826
510	3.762582342
511	3.75846857
512	3.757860683
513	3.756522838
514	3.752328025
515	3.750345561
516	3.747571641
517	3.744339701
518	3.743717615
519	3.742188707
520	3.740447624
521	3.740072851
522	3.737569545
523	3.73325839
524	3.729982164
525	3.726898255
526	3.725688416
527	3.724655129
528	3.721174363
529	3.718290092
530	3.717322621
531	3.714518396
532	3.71161968
533	3.71044663
534	3.707448161
535	3.704127304
536	3.701179193
537	3.698484167
538	3.695383016
539	3.694262839
540	3.692587984
541	3.688947631
542	3.685006356
543	3.683790742
544	3.682759661
545	3.680902825
546	3.677365303
547	3.674905172
548	3.674029104
549	3.670401047
550	3.66567248
551	3.665178683
552	3.664821458
553	3.662667562
554	3.660535507
555	3.657663676
556	3.65291756
557	3.649858637
558	3.648320072
559	3.647294157
560	3.646249952
561	3.642358899
562	3.64191409
563	3.639553978
564	3.638959829
565	3.635289351
566	3.634020182
567	3.633589052
568	3.630033108
569	3.625515712
570	3.622798506
571	3.620873339
572	3.619726812
573	3.617574314
574	3.615686975
575	3.613216336
576	3.609769075
577	3.607495146
578	3.604408511
579	3.60216805
580	3.600385549
581	3.599138452
582	3.59637679
583	3.592959577
584	3.592315363
585	3.590564294
586	3.589866426
587	3.587173232
588	3.586722297
589	3.582283508
590	3.579486656
591	3.578189069
592	3.577516389
593	3.576867232
594	3.573874148
595	3.570200387
596	3.567357916
597	3.565883531
598	3.56513796
599	3.561705716
600	3.558272964
601	3.556603222
602	3.555814842
603	3.555513482
604	3.552833705
605	3.54970053
606	3.547696111
607	3.54604725
608	3.543498383
609	3.540216876
610	3.538162322
611	3.537590282
612	3.536522049
613	3.534780434
614	3.532774964
615	3.53024977
616	3.52752318
617	3.524372688
618	3.523447685
619	3.52215146
620	3.519216414
621	3.517313891
622	3.516997307
623	3.516743718
624	3.514408039
625	3.51238189
626	3.511549446
627	3.507983349
628	3.507007386
629	3.504461824
630	3.502549844
631	3.50123751
632	3.499148098
633	3.498855465
634	3.496915346
635	3.494965402
636	3.490439912
637	3.489246481
638	3.487925131
639	3.487435296
640	3.48364577
641	3.480621881
642	3.476696974
643	3.474497626
644	3.472397106
645	3.47159401
646	3.468418398
647	3.467377942
648	3.465454427
649	3.463665933
650	3.462636557
651	3.461114224
652	3.460302261
653	3.459690748
654	3.456589142
655	3.455749167
656	3.453134553
657	3.451293264
658	3.449491157
659	3.448888573
660	3.448496914
661	3.447536884
662	3.444029152
663	3.44107714
664	3.438547336
665	3.435062899
666	3.432503634
667	3.43120098
668	3.429904361
669	3.429137564
670	3.426162505
671	3.424100292
672	3.423384307
673	3.421600613
674	3.420133918
675	3.41951485
676	3.416221993
677	3.414824991
678	3.411640821
679	3.411244922
680	3.409603432
681	3.407100719
682	3.40248116
683	3.400600208
684	3.398127879
685	3.394223455
686	3.389838536
687	3.387179304
688	3.386533348
689	3.384463162
690	3.383469972
691	3.38273868
692	3.379306699
693	3.377008408
694	3.375771285
695	3.374830624
696	3.371669434
697	3.37119135
698	3.370081374
699	3.368154944
700	3.365619102
701	3.364524804
702	3.364136066
703	3.36358067
704	3.360573242
705	3.359673805
706	3.357362892
707	3.355134133
708	3.354248472
709	3.353852619
710	3.353447314
711	3.353173554
712	3.352588314
713	3.350572205
714	3.349434848
715	3.345724734
716	3.343718519
717	3.341608602
718	3.340553414
719	3.340166998
720	3.338194639
721	3.335680206
722	3.332532846
723	3.33228213
724	3.330511625
725	3.3275902
726	3.327562388
727	3.327044903
728	3.3235886
729	3.322043345
730	3.319814425
731	3.31726433
732	3.315920327
733	3.313907652
734	3.313449088
735	3.313207251
736	3.311318928
737	3.309131869
738	3.304219603
739	3.302498434
740	3.300673235
741	3.299040394
742	3.298855717
743	3.297466386
744	3.295242295
745	3.292840114
746	3.291551096
747	3.289774852
748	3.286984085
749	3.286125199
750	3.284151814
751	3.282753577
752	3.28054811
753	3.278366259
754	3.278171592
755	3.277026733
756	3.274908634
757	3.274279986
758	3.272475041
759	3.271987993
760	3.271305522
761	3.2688886
762	3.265476433
763	3.265119708
764	3.262454809
765	3.261606017
766	3.259676496
767	3.259444833
768	3.256525857
769	3.254164443
770	3.253584886
771	3.250454975
772	3.249767331
773	3.246860677
774	3.245467603
775	3.2435198
776	3.242746581
777	3.240243556
778	3.238733613
779	3.238512525
780	3.237466297
781	3.23701844
782	3.236027747
783	3.234656041
784	3.231848976
785	3.228864778
786	3.225466955
787	3.225378214
788	3.223352662
789	3.222638311
790	3.22046851
791	3.217610706
792	3.215686611
793	3.212937269
794	3.211641168
795	3.209508141
796	3.206171891
797	3.20432057
798	3.201276429
799	3.19839374
800	3.19811542
801	3.197297844
802	3.195751859
803	3.194838076
804	3.194455408
805	3.191947431
806	3.190596269
807	3.189931936
808	3.188137544
809	3.185705139
810	3.185386142
811	3.185088229
812	3.181880707
813	3.180585038
814	3.177984807
815	3.176350189
816	3.172030935
817	3.170978895
818	3.170135026
819	3.169252039
820	3.166495418
821	3.165023194
822	3.164915338
823	3.164688347
824	3.164200275
825	3.163815693
826	3.161901561
827	3.161522151
828	3.158331571
829	3.156834123
830	3.156478621
831	3.154073765
832	3.15179209
833	3.149284989
834	3.148178924
835	3.146433441
836	3.143444821
837	3.143193328
838	3.140414222
839	3.138906908
840	3.137702966
841	3.135792277
842	3.133960127
843	3.133649606
844	3.132693924
845	3.13152072
846	3.13063196
847	3.12937183
848	3.125691759
849	3.123588248
850	3.120932644
851	3.120739961
852	3.119698402
853	3.117917259
854	3.116589756
855	3.116332964
856	3.114383252
857	3.113657103
858	3.111914014
859	3.110847764
860	3.108130568
861	3.106268468
862	3.105980513
863	3.105546414
864	3.10319205
865	3.101893927
866	3.100792326
867	3.099869896
868	3.098791634
869	3.098506388
870	3.095811075
871	3.094878055
872	3.092987198
873	3.090636546
874	3.08957483
875	3.087643819
876	3.085306675
877	3.083761684
878	3.082176638
879	3.08095825
880	3.080799898
881	3.077859181
882	3.07773716
883	3.075516595
884	3.073872972
885	3.072762891
886	3.072073251
887	3.071003911
888	3.069801206
889	3.067853356
890	3.06754973
891	3.067184065
892	3.06562581
893	3.060485292
894	3.05871834
895	3.05843289
896	3.05553878
897	3.055484323
898	3.053643169
899	3.05211797
900	3.050174334
901	3.049285317
902	3.047249519
903	3.046810641
904	3.046623956
905	3.04364098
906	3.041821868
907	3.040858346
908	3.038116314
909	3.035752318
910	3.034681883
911	3.03329622
912	3.031560833
913	3.029815805
914	3.029618506
915	3.026700641
916	3.026037373
917	3.025807587
918	3.024711455
919	3.024208746
920	3.022434841
921	3.022302191
922	3.020136444
923	3.019336151
924	3.017561267
925	3.014754448
926	3.013296144
927	3.012341398
928	3.011339087
929	3.009135049
930	3.007426996
931	3.005276404
932	3.002233984
933	3.001519099
934	3.000492099
935	2.998869086
936	2.998656489
937	2.998187677
938	2.996086572
939	2.99340452
940	2.991804419
941	2.99020001
942	2.988409986
943	2.98697904
944	2.985019468
945	2.982954013
946	2.979283275
947	2.978665837
948	2.978237623
949	2.977885118
950	2.977194773
951	2.974833336
952	2.974777075
953	2.974104607
954	2.972486481
955	2.971116393
956	2.969977962
957	2.969907597
958	2.968045129
959	2.966175272
960	2.964829877
961	2.964166536
962	2.962977583
963	2.962149687
964	2.960339637
965	2.959330909
966	2.957185459
967	2.956284693
968	2.95433032
969	2.953022344
970	2.952272752
971	2.950198434
972	2.947552013
973	2.946730025
974	2.944482072
975	2.943184588
976	2.940815194
977	2.940148596
978	2.938422393
979	2.937185662
980	2.935687776
981	2.933300522
982	2.932886479
983	2.931816564
984	2.930349154
985	2.929478169
986	2.929229353
987	2.926904057
988	2.926081456
989	2.925800548
990	2.924995409
991	2.923070824
992	2.921511689
993	2.919132129
994	2.917752925
995	2.916735017
996	2.915965392
997	2.91532507
998	2.91453727
999	2.912799589
